,chrom,start,end,hops,TTAAs,lambda,pValue,negLog10pValue,density
51,chr1,10298950,10299386,6,2,0.13980687674697817,9.201543991911931e-09,8.036139293208098,0.013761467889908258
52,chr1,10299386,10379011,9,482,33.69345729602174,0.999999875574816,5.403717420227806e-08,0.0001130298273155416
53,chr1,10379011,10511011,72,556,38.866311735659934,1.2766248802866773e-06,5.893936695809458,0.0005454545454545455
54,chr1,10511011,10511471,12,3,0.20971031512046726,1.2447415478102608e-17,16.90492081403971,0.02608695652173913
55,chr1,10511471,10517832,12,39,2.7262340965660745,2.9014904208022222e-05,4.537378858909412,0.0018864958339883666
56,chr1,10517832,10890397,100,1277,89.26669080294556,0.1399192014932608,0.854122682003223,0.00026840953927502584
57,chr1,10890397,10892374,9,9,0.6291309453614018,2.419493576793198e-08,7.616275526507196,0.004552352048558422
58,chr1,10892374,11249635,59,1436,100.38133750433033,0.9999968985175546,1.3469588005523248e-06,0.00016514536991163323
59,chr1,11249635,11249663,5,1,0.06990343837348909,1.312301671166157e-08,7.881966318113612,0.17857142857142858
60,chr1,11249663,11905884,62,1965,137.36025640390605,0.9999999999998005,8.664482286982149e-14,9.448036560853737e-05
61,chr1,11905884,11911803,11,23,1.607779082590249,1.0734802966888164e-06,5.969205922460012,0.0018584220307484372
62,chr1,11911803,12481712,53,2324,162.45559077998863,1.0,-0.0,9.299730307821073e-05
63,chr1,12481712,13656451,219,4543,317.5713205307609,0.9999999980005381,8.683552835641059e-10,0.0001864243887365619
64,chr1,13656451,13660635,12,29,2.0271997128311834,1.5654543484331217e-06,5.805359592699041,0.0028680688336520078
65,chr1,13660635,13757559,41,677,47.32462777885211,0.8395312978472345,0.07596310866353648,0.00042301184433164127
66,chr1,13757559,13761742,22,44,3.0757512884335196,2.5721965221203584e-12,11.589695853317044,0.005259383217786278
67,chr1,13761742,15162110,221,6552,458.0073282231005,1.0,-0.0,0.0001578156598836877
68,chr1,15162110,15191728,22,120,8.38841260481869,6.589222552118429e-05,4.181165823834355,0.0007427915456816801
69,chr1,15191728,15831926,127,2435,170.2148724394459,0.9997661801084757,0.0001015585623169711,0.00019837612738559009
70,chr1,15831926,15833488,17,10,0.6990343837348909,3.3035813762754786e-18,17.481014990858956,0.01088348271446863
71,chr1,15833488,15849350,23,73,5.102951001264703,5.673116827678731e-09,8.246178272826311,0.0014500063043752364
72,chr1,15849350,15851469,16,23,1.607779082590249,2.106896184276101e-11,10.676356863398453,0.0075507314771118455
73,chr1,15851469,16016002,51,839,58.64898479535734,0.8572200374581221,0.06690768590857238,0.0003099682130636407
74,chr1,16016002,16088146,3,93,6.501019768734485,0.9569964296815575,0.01908968246609332,4.1583499667332004e-05
75,chr1,16088146,16187977,48,217,15.169046127047132,1.4570146960975517e-11,10.836536067720823,0.00048081257324879045
76,chr1,16187977,16332548,19,579,40.47409081825018,0.999938718073206,2.6615218171288254e-05,0.0001314233144959916
77,chr1,16332548,16334898,11,24,1.677682520963738,1.6091884561154784e-06,5.79339309160123,0.004680851063829788
78,chr1,16334898,16366684,21,125,8.737929796686135,0.00030132515531269756,3.52096461091719,0.0006606682187126408
79,chr1,16366684,16366927,8,3,0.20971031512046726,7.701522790799213e-11,10.113423395054157,0.03292181069958848
80,chr1,16366927,16369903,9,13,0.9087446988553581,5.158768794428232e-07,6.2874539358898405,0.0030241935483870967
81,chr1,16369903,16510630,14,464,32.435195405298934,0.999906208908387,4.0734863852746693e-05,9.94833969316478e-05
82,chr1,16510630,16516113,36,28,1.9572962744576943,1.2665637432286716e-32,31.89737294828493,0.006565748677731169
83,chr1,16516113,16556747,20,151,10.555419194396851,0.006115122636287684,2.2135948289418477,0.0004921986513756953
84,chr1,16556747,16562689,20,42,2.9359444116865414,5.7367445642991895e-11,10.24133448719008,0.003365870077415012
85,chr1,16562689,16593875,25,120,8.38841260481869,2.655309572522251e-06,5.57588483887607,0.0008016417623292503
86,chr1,16593875,16608523,45,70,4.893240686144236,7.544696157949632e-28,27.122358245561408,0.0030720917531403603
87,chr1,16608523,16616609,65,46,3.215558165180498,4.791920049278969e-60,59.319490436538324,0.008038585209003215
88,chr1,16616609,16624483,17,22,1.5378756442167598,9.937846131398513e-13,12.002707731760529,0.002159004318008636
89,chr1,16624483,16650462,12,65,4.54372349427679,0.002596717661474493,2.585575268210314,0.0004619115439393356
90,chr1,16650462,16667026,52,104,7.269957590842865,6.303478896799047e-27,26.200419696787367,0.0031393383240763103
91,chr1,16667026,16668021,28,4,0.27961375349395634,7.984902973108349e-46,45.09773035673272,0.02814070351758794
92,chr1,16668021,16739437,39,214,14.959335811926664,1.6410938598321758e-07,6.784866579433512,0.0005460961129158732
93,chr1,16739437,16740432,34,4,0.27961375349395634,3.934353710908332e-58,57.40512659820666,0.034170854271356785
94,chr1,16740432,16756999,40,104,7.269957590842865,2.996571890565458e-17,16.523375298711244,0.0024144383412808596
95,chr1,16756999,16895144,43,369,25.794368759817473,0.0012001326727782528,2.9207707407269345,0.00031126714683846684
96,chr1,16895144,16905492,34,55,3.8446891105419,6.248052778663818e-21,20.204255310535103,0.003285659064553537
97,chr1,16905492,17291296,54,1171,81.85692633535572,0.999562725885566,0.00018994726751668373,0.00013996744460917978
98,chr1,17291296,17305381,15,62,4.334013179156323,4.8819939386913825e-05,4.311402764122952,0.0010649627263045794
99,chr1,17305381,17439114,16,445,31.107030076202644,0.9989229334691255,0.00046801613852958334,0.00011964137497850195
100,chr1,17439114,17441389,8,12,0.838841260481869,2.8950939933791507e-06,5.538337331714355,0.0035164835164835165
101,chr1,17441389,17550096,47,298,20.831224635299748,5.786471506717851e-07,6.237586181053983,0.0004323548621523913
102,chr1,17550096,19208957,145,5720,399.8476674963576,1.0,-0.0,8.74093730577788e-05
103,chr1,19208957,19214383,18,34,2.376716904698629,9.697585266000713e-11,10.013336393177681,0.003317360855141909
104,chr1,19214383,19400591,24,640,44.73820055903302,0.9997374370604869,0.0001140446083819085,0.00012888812510740676
105,chr1,19400591,19401815,10,7,0.48932406861442357,1.3911588888070818e-10,9.856623264981796,0.008169934640522876
106,chr1,19401815,19596277,68,884,61.79463952216435,0.23088071852364722,0.6366123346810664,0.0003496827143606463
107,chr1,19596277,19596533,10,1,0.06990343837348909,7.20494848203625e-19,18.142369120200076,0.0390625
108,chr1,19596533,19601922,14,37,2.5864272198190963,6.240226336904707e-07,6.204799657899932,0.002597884579699388
109,chr1,19601922,19863201,44,1046,73.11899653866958,0.9999035073683954,4.1908239400874625e-05,0.00016840235916395883
110,chr1,19863201,19885355,30,91,6.361212891987507,1.0441596816486334e-11,10.981233080303213,0.0013541572627967862
111,chr1,19885355,20187971,60,1403,98.07452403800518,0.9999858279080225,6.154904956903001e-06,0.0001982710762154017
112,chr1,20187971,20250703,37,366,25.584658444697006,0.019805310454570065,1.7032183455015508,0.0005898106229675445
113,chr1,20250703,20251172,12,4,0.27961375349395634,3.6843326267465154e-16,15.433641167986748,0.0255863539445629
114,chr1,20251172,20356185,24,333,23.277844978371867,0.4678662754878656,0.3298782582858673,0.00022854313275499224
115,chr1,20356185,20361087,13,10,0.6990343837348909,7.994289308870403e-13,12.097220138916489,0.0026519787841697267
116,chr1,20361087,20787832,93,1606,112.26492202782347,0.9718266684868919,0.012411187370375817,0.00021792873964545571
117,chr1,20787832,20789213,7,7,0.48932406861442357,8.698537478540652e-07,6.060553760989765,0.005068790731354091
118,chr1,20789213,20816991,14,169,11.813681085119656,0.29895675316529846,0.5243916318096485,0.0005039959680322557
119,chr1,20816991,20817065,11,3,0.20971031512046726,7.132343085171136e-16,15.146767774244168,0.14864864864864866
120,chr1,20817065,21008910,56,1499,104.78525412186013,0.9999999340026906,2.8662268236644344e-08,0.000291902316974641
121,chr1,21008910,21069609,58,475,33.20413322740732,6.114646282295142e-05,4.21362866080112,0.0009555346875566319
122,chr1,21069609,21501710,106,1881,131.48836758053298,0.9901731188768047,0.004288868028707963,0.00024531301709554014
123,chr1,21501710,21503393,8,8,0.5592275069879127,1.4454149453842085e-07,6.840007459051848,0.004753416518122401
124,chr1,21503393,21676098,18,402,28.101182226142612,0.9828588000990209,0.007508869494912341,0.00010422396572189572
125,chr1,21676098,21787974,36,722,50.47028250565912,0.9861676770489272,0.006049236148157294,0.0003217848332081948
126,chr1,21787974,21788234,8,1,0.06990343837348909,1.3289015404988832e-14,13.876507195131056,0.03076923076923077
127,chr1,21788234,22409682,78,1901,132.88643634800275,0.9999998998596309,4.349041189697731e-08,0.00012551331728479292
128,chr1,22409682,22463479,41,274,19.15354211433601,9.716968907807933e-06,5.012469186916044,0.0007621242820231611
129,chr1,22463479,23340114,150,3857,269.6175618065474,0.9999999999999993,2.892982399659862e-16,0.00017110884233460905
130,chr1,23340114,23345656,20,48,3.355365041927476,5.576632578909241e-10,9.253627968420185,0.003608805485384338
131,chr1,23345656,23528585,48,624,43.61974554505719,0.2729057930064386,0.5639872454073209,0.0002623968862236168
132,chr1,23528585,23558824,37,84,5.871888823373083,6.736704027528323e-18,17.17155253265843,0.0012235854360263237
133,chr1,23558824,23563744,55,24,1.677682520963738,3.466980543169455e-62,61.4600485956144,0.011178861788617886
134,chr1,23563744,23638379,62,234,16.357404579396444,6.0008101054267504e-18,17.22179011618844,0.000830709452669659
135,chr1,23638379,23853830,59,900,62.91309453614018,0.7060131407916391,0.15118721549184302,0.0002738441687437051
136,chr1,23853830,23853858,4,1,0.06990343837348909,9.408586404515758e-07,6.026475622357565,0.14285714285714285
137,chr1,23853858,23934633,15,332,23.207941539998377,0.9716504039317322,0.012489964449825107,0.00018570102135561745
138,chr1,23934633,23957162,21,119,8.318509166445201,0.0001585025313022703,3.799963797661815,0.0009321319188601359
139,chr1,23957162,23963565,35,51,3.5650753570479434,6.38306568530066e-23,22.19497068641512,0.005466187724504139
140,chr1,23963565,23978680,20,145,10.135998564155917,0.003993957146032422,2.398596599290427,0.0013231888852133643
141,chr1,23978680,23981254,28,20,1.3980687674697818,1.0113610145438192e-26,25.995093791354865,0.010878010878010878
142,chr1,23981254,23992936,19,64,4.4738200559033015,2.7745115350851405e-07,6.556813465258389,0.0016264338298236604
143,chr1,23992936,23992981,8,2,0.13980687674697817,3.1972674169583192e-12,11.495221038156714,0.17777777777777778
144,chr1,23992981,24031643,41,174,12.163198276987101,6.71446515984308e-11,10.172988575307947,0.0010604728156846516
145,chr1,24031643,24031688,6,2,0.13980687674697817,9.201543991911931e-09,8.036139293208098,0.13333333333333333
146,chr1,24031688,24284556,60,931,65.08010112571834,0.752047533517831,0.1237547087539784,0.0002372779473875698
147,chr1,24284556,24294163,14,41,2.8660409733130523,2.0300252752265173e-06,5.692498554784782,0.0014572707400853544
148,chr1,24294163,24295786,15,9,0.6291309453614018,4.062254792189299e-16,15.391232840317835,0.009242144177449169
149,chr1,24295786,24746437,130,2191,153.1584334763146,0.9744425293241543,0.011243769612956362,0.0002884715666890787
150,chr1,24746437,24746635,8,3,0.20971031512046726,7.701522790799213e-11,10.113423395054157,0.04040404040404041
151,chr1,24746635,24832467,37,615,42.99061459969579,0.8389979082564548,0.07623912192912052,0.0004310746574704073
152,chr1,24832467,24832540,11,3,0.20971031512046726,7.132343085171136e-16,15.146767774244168,0.1506849315068493
153,chr1,24832540,25232932,59,1467,102.54834409390848,0.9999988055655575,5.187365971558551e-07,0.00014735559152031008
154,chr1,25232932,25268534,29,190,13.281653290962927,0.00012757664520143027,3.894228822389846,0.0008145609797202405
155,chr1,25268534,25324291,5,234,16.357404579396444,0.999695873375193,0.00013210060362727605,8.967483903366394e-05
156,chr1,25324291,25336678,11,58,4.054399425662367,0.003139652750815305,2.5031183827370533,0.0008880277710502947
157,chr1,25336678,25339249,16,14,0.9786481372288471,1.34910270998036e-14,13.869954985332043,0.006223259432127577
158,chr1,25339249,25536433,95,1093,76.40445814222358,0.022003027224155536,1.65751756389134,0.000481783511846803
159,chr1,25536433,25892417,92,1293,90.3851458169214,0.44648662156989233,0.3501915496879071,0.0002584385815092813
160,chr1,25892417,25892756,10,2,0.13980687674697817,6.923953026378936e-16,15.159645887135989,0.029498525073746312
161,chr1,25892756,25937125,25,226,15.798177072408533,0.0195585004701414,1.7086644451776225,0.0005634564673533323
162,chr1,25937125,26074271,19,449,31.3866438296966,0.9930615458107355,0.0030238349107684346,0.00013853849182622897
163,chr1,26074271,26122201,35,222,15.518563318914577,1.4615441447178442e-05,4.835188062607039,0.0007302315877321093
164,chr1,26122201,26126260,18,39,2.7262340965660745,8.250563615391166e-10,9.08351638275995,0.004434589800443459
165,chr1,26126260,26127312,24,9,0.6291309453614018,1.302894579547182e-29,28.885090722716516,0.022813688212927757
166,chr1,26127312,26306319,14,597,41.73235270897298,0.9999997987972687,8.738124471800908e-08,7.82092320412051e-05
167,chr1,26306319,26307453,17,7,0.48932406861442357,9.365143062940764e-21,20.02848558390848,0.014991181657848324
168,chr1,26307453,26472705,28,568,39.7051529961418,0.9784867200830553,0.009445064164167342,0.00016943819136833443
169,chr1,26472705,26481746,12,42,2.9359444116865414,5.838683867072185e-05,4.2336850387927125,0.001327286804557018
170,chr1,26481746,26597259,7,345,24.116686238853735,0.999987973808618,5.222939961600197e-06,6.059923991239081e-05
171,chr1,26597259,26597292,10,1,0.06990343837348909,7.20494848203625e-19,18.142369120200076,0.30303030303030304
172,chr1,26597292,26619890,16,132,9.22725386530056,0.026795620856431106,1.5719361758699184,0.0007080272590494735
173,chr1,26619890,26622523,44,13,0.9087446988553581,2.29634464821568e-57,56.63896293004349,0.016710976072920623
174,chr1,26622523,26691697,18,299,20.901128073673238,0.7666454610254555,0.11540543125032701,0.00026021337496747333
175,chr1,26691697,26696766,15,21,1.4679722058432707,6.141503717631446e-11,10.211725280924906,0.002959163543105149
176,chr1,26696766,26799342,21,445,31.107030076202644,0.9770805530961645,0.010069630423450143,0.00020472625175479644
177,chr1,26799342,26803097,10,15,1.0485515756023362,1.71345430862786e-07,6.76612747207763,0.002663115845539281
178,chr1,26803097,26803125,7,1,0.06990343837348909,1.5223283242905643e-12,11.817491672105357,0.25
179,chr1,26803125,27065293,46,749,52.357675341743324,0.8279288189072369,0.08200700003234161,0.0001754600103750267
180,chr1,27065293,27065339,11,2,0.13980687674697817,8.790744492558078e-18,17.055974342751263,0.2391304347826087
181,chr1,27065339,27137411,11,191,13.351556729336416,0.7772799623092701,0.10942252793413958,0.00015262515262515263
182,chr1,27137411,27220425,48,324,22.648714033010464,2.3741892278636632e-06,5.624484669820374,0.0005782157226491917
183,chr1,27220425,27221548,11,7,0.48932406861442357,6.164767242419827e-12,11.21008331602542,0.009795191451469279
184,chr1,27221548,27231828,10,59,4.124302864035856,0.009908941004663732,2.003972757261067,0.0009727626459143969
185,chr1,27231828,27667083,67,1456,101.77940627180011,0.9998994825557463,4.365636552428413e-05,0.0001539327520648815
186,chr1,27667083,27686021,25,79,5.522371631505638,1.166091022612765e-09,8.933267548139977,0.0013200971591509135
187,chr1,27686021,27854850,44,916,64.031549550116,0.9965658616661562,0.0014939940904564624,0.0002606187325637183
188,chr1,27854850,27854878,8,1,0.06990343837348909,1.3289015404988832e-14,13.876507195131056,0.2857142857142857
189,chr1,27854878,28055989,60,1045,73.04909310029609,0.9472014620129023,0.023557640283691405,0.0002983427062666885
190,chr1,28055989,28089904,32,320,22.36910027951651,0.03209374205359116,1.4935796422539052,0.0009435353088603863
191,chr1,28089904,28233112,26,622,43.47993866831021,0.9983033135375916,0.0007374873876474144,0.00018155410312273057
192,chr1,28233112,28233149,5,2,0.13980687674697817,3.962310429872892e-07,6.402051502371557,0.13513513513513514
193,chr1,28233149,28248303,27,81,5.662178508252616,8.544974122670105e-11,10.068289248144952,0.001781707799920813
194,chr1,28248303,28328967,22,294,20.55161088180579,0.4034961302315333,0.39416062606496005,0.00027273628880293565
195,chr1,28328967,28329745,8,3,0.20971031512046726,7.701522790799213e-11,10.113423395054157,0.010282776349614395
196,chr1,28329745,28366046,20,170,11.883584523493145,0.019464105996565735,1.7107655390136203,0.0005509490096691551
197,chr1,28366046,28374557,21,48,3.355365041927476,8.835913393994192e-11,10.05374854955646,0.0024673951357067326
198,chr1,28374557,28436990,19,359,25.095334376082583,0.9109285105508742,0.04051570501551642,0.0003043262377268432
199,chr1,28436990,28441138,14,34,2.376716904698629,2.317831383406619e-07,6.634918161090121,0.0033751205400192863
200,chr1,28441138,28642605,63,791,55.293619753429866,0.16574065664869145,0.7805709448555482,0.00031270629929467357
201,chr1,28642605,28643804,12,4,0.27961375349395634,3.6843326267465154e-16,15.433641167986748,0.010008340283569641
202,chr1,28643804,28648930,5,13,0.9087446988553581,0.002442788730184077,2.612114092290941,0.0009754194303550526
203,chr1,28648930,28649702,12,4,0.27961375349395634,3.6843326267465154e-16,15.433641167986748,0.015544041450777202
204,chr1,28649702,28735518,19,316,22.08948652602255,0.7731381515419911,0.11174289535529468,0.000221403933998322
205,chr1,28735518,28736018,6,4,0.27961375349395634,5.226314382763027e-07,6.281804469351792,0.012
206,chr1,28736018,28736351,27,4,0.27961375349395634,7.998711379995418e-44,43.096979973712415,0.08108108108108109
207,chr1,28736351,28738085,11,6,0.4194206302409345,1.205722829396753e-12,11.918752515992034,0.006343713956170703
208,chr1,28738085,29179482,105,2295,160.42839106715746,0.9999987286429805,5.521436891054579e-07,0.00023788109117189288
209,chr1,29179482,29185626,15,31,2.1670065895781616,1.103784547666822e-08,7.957115690095004,0.00244140625
210,chr1,29185626,29845120,62,2447,171.05371369992778,1.0,-0.0,9.401146939926671e-05
211,chr1,29845120,30341075,106,1990,139.1078423632433,0.9984757517510474,0.0006624776221093793,0.00021372906816142593
212,chr1,30341075,30345198,7,32,2.2369100279516507,0.008126150749190285,2.0901151252862227,0.001697792869269949
213,chr1,30345198,30346954,20,11,0.7689378221083799,1.0325870619719262e-21,20.986073320843513,0.011389521640091117
214,chr1,30346954,31144049,235,3319,232.0095119616103,0.4308769400359599,0.3656467481560522,0.00029482056718458906
215,chr1,31144049,31185848,52,145,10.135998564155917,1.2250265314342392e-20,19.911854505315194,0.001244048900691404
216,chr1,31185848,31442143,101,1105,77.24329940270543,0.005450632367589301,2.2635531091320145,0.0003940771376733842
217,chr1,31442143,31476796,54,248,17.336052716625293,1.4924488459266152e-12,11.826100545500115,0.0015583066401177387
218,chr1,31476796,31477123,10,2,0.13980687674697817,6.923953026378936e-16,15.159645887135989,0.03058103975535168
219,chr1,31477123,31485982,33,62,4.334013179156323,1.8005851052237952e-18,17.74458634674169,0.0037250253979004403
220,chr1,31485982,31611708,96,564,39.425539242647844,1.9976967462293595e-14,13.69947043774915,0.0007635652132414934
221,chr1,31611708,31799306,32,389,27.192437527287254,0.20133726414947606,0.6960758370500434,0.0001705775114873293
222,chr1,31799306,31886722,71,454,31.736161021564044,1.4021427358260174e-09,8.853207773654457,0.0008122082913883042
223,chr1,31886722,31886983,8,4,0.27961375349395634,7.23062203782119e-10,9.140824339500382,0.03065134099616858
224,chr1,31886983,31936665,53,352,24.606010307468157,4.6456274713626795e-07,6.332955618818639,0.0010667847510164648
225,chr1,31936665,32598850,192,2736,191.25580738986613,0.48814917718150636,0.3114474383940138,0.0002899491833853077
226,chr1,32598850,32650767,42,279,19.503059306203454,6.650684712045254e-06,5.1771336402074315,0.000808983569928925
227,chr1,32650767,32803957,27,498,34.81191230999757,0.9252961019706871,0.03371926739720409,0.00017625171355832627
228,chr1,32803957,32803989,8,1,0.06990343837348909,1.3289015404988832e-14,13.876507195131056,0.25
229,chr1,32803989,33053233,80,1053,73.608320607284,0.24288595513267972,0.6145975975239252,0.0003209706151401839
230,chr1,33053233,33053261,7,1,0.06990343837348909,1.5223283242905643e-12,11.817491672105357,0.25
231,chr1,33053261,33127134,18,319,22.29919684114302,0.8460247307252075,0.07261694161758486,0.00024366141892166285
232,chr1,33127134,33127859,9,3,0.20971031512046726,1.7902988891602477e-12,11.747074457803967,0.012413793103448275
233,chr1,33127859,33220656,21,393,27.472051280781212,0.9130680747359187,0.039496841983736306,0.00022630041919458602
234,chr1,33220656,33221654,8,4,0.27961375349395634,7.23062203782119e-10,9.140824339500382,0.008016032064128256
235,chr1,33221654,33256182,18,152,10.625322632770342,0.024173263036885214,1.6166647222334738,0.0005213160333642262
236,chr1,33256182,33260975,15,13,0.9087446988553581,7.776231440376848e-14,13.109230822183791,0.0031295639474233257
237,chr1,33260975,33508863,69,1114,77.87243034806684,0.8566111710070012,0.06721626629823568,0.0002783515135867811
238,chr1,33508863,33508891,7,1,0.06990343837348909,1.5223283242905643e-12,11.817491672105357,0.25
239,chr1,33508891,34064685,43,2587,180.84019507221626,1.0,-0.0,7.73667941719414e-05
240,chr1,34064685,34097891,20,178,12.442812030481058,0.029396425820540657,1.5317054702945787,0.0006023007890140336
241,chr1,34097891,34566983,39,2434,170.14496900107244,1.0,-0.0,8.313934153641503e-05
242,chr1,34566983,34948518,89,1640,114.6416389325221,0.9942673940640089,0.0024968025748821217,0.0002332682453772262
243,chr1,34948518,34948546,5,1,0.06990343837348909,1.312301671166157e-08,7.881966318113612,0.17857142857142858
244,chr1,34948546,34949034,4,2,0.13980687674697817,1.4237806936847694e-05,4.846556900346213,0.00819672131147541
245,chr1,34949034,35342082,145,2397,167.55854178125333,0.964971422969014,0.015485547827849276,0.0003689116850868087
246,chr1,35342082,35378370,37,293,20.481707443432303,0.000645825903903634,3.1898845395344204,0.001019620811287478
247,chr1,35378370,35476097,12,681,47.604241532346066,0.999999999805251,8.457841376634492e-11,0.00012279104034708933
248,chr1,35476097,35476712,9,3,0.20971031512046726,1.7902988891602477e-12,11.747074457803967,0.014634146341463415
249,chr1,35476712,35496929,18,131,9.15735042692707,0.0062959349099567736,2.200939770546184,0.0008903398130286393
250,chr1,35496929,35929598,90,2186,152.80891628444715,0.9999999849354471,6.542452262777539e-09,0.00020801120487023568
251,chr1,35929598,35932389,11,22,1.5378756442167598,7.013861151510955e-07,6.154042835792622,0.003941239699032604
252,chr1,35932389,36243414,71,1619,113.17366672667883,0.9999913475901471,3.7577101109390716e-06,0.00022827746965678
253,chr1,36243414,36243442,7,1,0.06990343837348909,1.5223283242905643e-12,11.817491672105357,0.25
